"PAIS","COD_SKU","FAMILY","MODEL_NAME","BRAND","TIER","STATUS"
PA,"126",SAMSUNG A07 4GB+128GB,SAMSUNG A07 4GB+128GB,SAMSUNG,MID,ACTIVE
PA,"2371",IPHONE 17 256GB,IPHONE 17 256GB,APPLE,FLAGSHIP,ACTIVE
PA,"2373",SAMSUNG A17 5G 6GB+128GB,SAMSUNG A17 5G 6GB+128GB,SAMSUNG,MIDHIGH,ACTIVE
PA,"2356",IPHONE 17 PRO MAX 512GB,IPHONE 17 PRO MAX 512GB,APPLE,FLAGSHIP,ACTIVE
PA,"2367",SAMSUNG Z FLIP7 12GB+512GB,SAMSUNG Z FLIP7 12GB+512GB,SAMSUNG,FLAGSHIP,ACTIVE
PA,"740",IPHONE 14 PLUS 128GB,IPHONE 14 PLUS 128GB,APPLE,FLAGSHIP,EOL
PA,"149",SAMSUNG Z FOLD7 5G 12GB+512GB,SAMSUNG Z FOLD7 5G 12GB+512GB,SAMSUNG,FLAGSHIP,ACTIVE
PA,"673",IPHONE 13 128GB,IPHONE 13 128GB,APPLE,HIGH,EOL
PA,"519",SAMSUNG GALAXY A13 4+64GB,SAMSUNG GALAXY A13 4+64GB,SAMSUNG,MID,EOL
PA,"1398",SAMSUNG GALAXY A24 4GB+128GB,SAMSUNG GALAXY A24 4GB+128GB,SAMSUNG,MIDHIGH,EOL
PA,"759",IPHONE 14 PRO MAX 256GB,IPHONE 14 PRO MAX 256GB,APPLE,FLAGSHIP,EOL
PA,"729",IPHONE 14 256GB,IPHONE 14 256GB,APPLE,FLAGSHIP,EOL
PA,"735",ZTE BLADE V40 VITA,ZTE BLADE V40 VITA,ZTE,MID,EOL
PA,"764",IPHONE 14 256GB,IPHONE 14 256GB,APPLE,FLAGSHIP,EOL
PA,"1626",ZTE BLADE A33 CORE 2GB+32GB,ZTE BLADE A33 CORE 2GB+32GB,ZTE,MIDLOW,EOL
PA,"1582",HONOR X8B 8GB+256GB,HONOR X8B 8GB+256GB,HONOR,MIDHIGH,EOL
PA,"1584",HONOR X8B 8GB+256GB,HONOR X8B 8GB+256GB,HONOR,MIDHIGH,EOL
PA,"1625",SAMSUNG GALAXY A25 5G 6GB+128GB,SAMSUNG GALAXY A25 5G 6GB+128GB,SAMSUNG,MIDHIGH,EOL
PA,"1373",SAMSUNG GALAXY A34 8GB+256GB,SAMSUNG GALAXY A34 8GB+256GB,SAMSUNG,HIGH,EOL
PA,"549",SAMSUNG GALAXY A33 6GB+128GB,SAMSUNG GALAXY A33 6GB+128GB,SAMSUNG,HIGH,EOL
PA,"707",HONOR X6S 4+128GB,HONOR X6S 4+128GB,HONOR,MID,EOL
PA,"708",HONOR X6S 4+128GB,HONOR X6S 4+128GB,HONOR,MID,EOL
PA,"747",IPHONE 14 PRO 256GB,IPHONE 14 PRO 256GB,APPLE,FLAGSHIP,EOL
PA,"710",HONOR X6 4GB+64GB,HONOR X6 4GB+64GB,HONOR,MID,EOL
PA,"1590",SAMSUNG GALAXY A05 4GB+128GB,SAMSUNG GALAXY A05 4GB+128GB,SAMSUNG,MID,EOL
PA,"511",SAMSUNG GALAXY S22 PLUS 8+256GB,SAMSUNG GALAXY S22 PLUS 8+256GB,SAMSUNG,FLAGSHIP,EOL
PA,"751",IPHONE 14 PRO 256GB,IPHONE 14 PRO 256GB,APPLE,FLAGSHIP,EOL
PA,"756",SAMSUNG GALAXY S23 PLUS 8GB+512GB,SAMSUNG GALAXY S23 PLUS 8GB+512GB,SAMSUNG,FLAGSHIP,EOL
PA,"709",HONOR X6 4GB+64GB,HONOR X6 4GB+64GB,HONOR,MID,EOL
PA,"1583",HONOR X8B 8GB+256GB,HONOR X8B 8GB+256GB,HONOR,MIDHIGH,EOL
PA,"1608",SAMSUNG GALAXY S24 ULTRA 12GB+512GB,SAMSUNG GALAXY S24 ULTRA 12GB+512GB,SAMSUNG,FLAGSHIP,EOL
PA,"1599",SAMSUNG GALAXY A15 6GB+128GB,SAMSUNG GALAXY A15 6GB+128GB,SAMSUNG,MID,EOL
PA,"1327",HONOR MAGIC 5 LITE 6GB+128GB,HONOR MAGIC 5 LITE 6GB+128GB,HONOR,HIGH,EOL
PA,"1377",SAMSUNG A14 LTE 4GB+128GB,SAMSUNG A14 LTE 4GB+128GB,SAMSUNG,MID,EOL
PA,"1395",XIAOMI REDMI 12C 4GB+128GB,XIAOMI REDMI 12C 4GB+128GB,XIAOMI,MID,EOL
PA,"1661",TECNO SPARK GO 2024 4GB+128GB,TECNO SPARK GO 2024 4GB+128GB,TECNO,MID,EOL
PA,"1323",SAMSUNG GALAXY A04S 4GB+128GB,SAMSUNG GALAXY A04S 4GB+128GB,SAMSUNG,MID,EOL
PA,"582",HONOR 70 8GB+256GB,HONOR 70 8GB+256GB,HONOR,ULTRA HIGH,EOL
PA,"1843",SAMSUNG GALAXY A16 5G 6GB+128GB,SAMSUNG GALAXY A16 5G 6GB+128GB,SAMSUNG,MID,ACTIVO
PA,"1647",SAMSUNG GALAXY S24 8+256GB,SAMSUNG GALAXY S24 8+256GB,SAMSUNG,FLAGSHIP,EOL
PA,"1663",TECNO SPARK 20 8GB+256GB,TECNO SPARK 20 8GB+256GB,TECNO,MID,EOL
PA,"1640",HONOR MAGIC 6 LITE 8G+ 256 GB,HONOR MAGIC 6 LITE 8G+ 256 GB,HONOR,MIDHIGH,EOL
PA,"726",IPHONE 14 128GB,IPHONE 14 128GB,APPLE,ULTRA HIGH,EOL
PA,"1639",HONOR MAGIC 6 LITE 8G+ 256 GB,HONOR MAGIC 6 LITE 8G+ 256 GB,HONOR,MIDHIGH,EOL
PA,"148",SAMSUNG Z FOLD7 12GB+512GB,SAMSUNG Z FOLD7 12GB+512GB,SAMSUNG,FLAGSHIP,ACTIVE
PA,"1662",TECNO SPARK 20 PRO 8GB+256GB,TECNO SPARK 20 PRO 8GB+256GB,TECNO,MID,EOL
PA,"1331",SAMSUNG GALAXY S23 PLUS 8GB+256GB,SAMSUNG GALAXY S23 PLUS 8GB+256GB,SAMSUNG,FLAGSHIP,EOL
PA,"2782",TECNO SPARK 40 5G 8GB+256GB,TECNO SPARK 40 5G 8GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"2393",TECNO SPARK 30 5G 8GB+256GB,TECNO SPARK 30 5G 8GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"2780",TECNO SPARK 40 4GB+256GB,TECNO SPARK 40 4GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"2392",TECNO SPARK 30 5G 8GB+256GB,TECNO SPARK 30 5G 8GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"205",HONOR MAGIC 8 LITE 5G 8GB+256GB,HONOR MAGIC 8 LITE 5G 8GB+256GB,HONOR,,ACTIVE
PA,"2404",SAMSUNG S26 12GB+256GB,SAMSUNG S26 12GB+256GB,SAMSUNG,,ACTIVE
PA,"2414",SAMSUNG A17 5G 8GB+256GB,SAMSUNG A17 5G 8GB+256GB,SAMSUNG,,ACTIVE
PA,"2399",BMOBILE ORION A1 4GB+64GB,BMOBILE ORION A1 4GB+64GB,BMOBILE,,ACTIVE
PA,"2413",SAMSUNG S26 ULTRA 12GB+512GB,SAMSUNG S26 ULTRA 12GB+512GB,SAMSUNG,,ACTIVE
PA,"2408",SAMSUNG S26 PLUS 12GB+512GB,SAMSUNG S26 PLUS 12GB+512GB,SAMSUNG,,ACTIVE
PA,"2410",SAMSUNG S26 ULTRA 12GB+512GB,SAMSUNG S26 ULTRA 12GB+512GB,SAMSUNG,,ACTIVE
PA,"2418",OPPO A6X 4GB+128GB,OPPO A6X 4GB+128GB,OPPO,,ACTIVE
PA,"2405",SAMSUNG S26 12GB+256GB,SAMSUNG S26 12GB+256GB,SAMSUNG,,ACTIVE
PA,"2407",SAMSUNG S26 12GB+256GB,SAMSUNG S26 12GB+256GB,SAMSUNG,,ACTIVE
PA,"2403",HONOR MAGIC 8 PRO 5G 12GB+512GB,HONOR MAGIC 8 PRO 5G 12GB+512GB,HONOR,,ACTIVE
PA,"251",SAMSUNG S26 PLUS 12GB+512GB,SAMSUNG S26 PLUS 12GB+512GB,SAMSUNG,,ACTIVE
PA,"2417",OPPO A6X 4GB+128GB,OPPO A6X 4GB+128GB,OPPO,,ACTIVE
PA,"2415",SAMSUNG A17 5G 8GB+256GB,SAMSUNG A17 5G 8GB+256GB,SAMSUNG,,ACTIVE
PA,"250",SAMSUNG S26 PLUS 12GB+512GB,SAMSUNG S26 PLUS 12GB+512GB,SAMSUNG,,ACTIVE
PA,"2406",SAMSUNG S26 12GB+256GB,SAMSUNG S26 12GB+256GB,SAMSUNG,,ACTIVE
PA,"1815",SAMSUNG S25 12GB+256GB,SAMSUNG S25 12GB+256GB,SAMSUNG,FLAGSHIP,EOL
PA,"1836",IPHONE 16 PRO MAX 5G 256GB,IPHONE 16 PRO MAX 5G 256GB,APPLE,FLAGSHIP,ACTIVO
PA,"1790",TECNO SPARK 30C 4GB+256GB,TECNO SPARK 30C 4GB+256GB,TECNO,MIDLOW,EOL
PA,"204",ROUTER HUAWEI B311,ROUTER HUAWEI B311,HUAWEI,OTHERS,EOL
PA,"1400",SAMSUNG GALAXY TAB A8 LTE 32GB GRAY,SAMSUNG GALAXY TAB A8 LTE 32GB GRAY,SAMSUNG,OTHERS,EOL
PA,"1834",IPHONE 16 PRO 5G 128GB,IPHONE 16 PRO 5G 128GB,APPLE,FLAGSHIP,ACTIVO
PA,"1884",HONOR 400 12GB+512GB,HONOR 400 12GB+512GB,HONOR,HIGH,ACTIVO
PA,"1883",HONOR 400 12GB+512GB,HONOR 400 12GB+512GB,HONOR,HIGH,ACTIVO
PA,"1881",HONOR 400 12GB+512GB,HONOR 400 12GB+512GB,HONOR,HIGH,ACTIVO
PA,"2013",HONOR X6C 6GB+256GB,HONOR X6C 6GB+256GB,HONOR,MID,ACTIVO
PA,"2011",HONOR X6C 6GB+256GB,HONOR X6C 6GB+256GB,HONOR,MID,ACTIVO
PA,"2021",OPPO A5 4GB+256GB,OPPO A5 4GB+256GB,OPPO,MID,ACTIVE
PA,"1597",OPPO A5 4GB+256GB,OPPO A5 4GB+256GB,OPPO,MID,ACTIVE
PA,"2012",SAMSUNG GALAXY A16 LTE 8GB+256GB,SAMSUNG GALAXY A16 LTE 8GB+256GB,SAMSUNG,MID,ACTIVO
PA,"1885",HONOR 400 PRO 12GB+512GB,HONOR 400 PRO 12GB+512GB,HONOR,ULTRA HIGH,ACTIVO
PA,"1892",HONOR 400 PRO 12GB+512GB,HONOR 400 PRO 12GB+512GB,HONOR,ULTRA HIGH,ACTIVO
PA,"2347",SAMSUNG TAB ACTIVE 5 5G 6GB+128GB,SAMSUNG TAB ACTIVE 5 5G 6GB+128GB,SAMSUNG,ULTRA HIGH,ACTIVE
PA,"1900",HONOR 400 LITE 5G 8GB+256GB,HONOR 400 LITE 5G 8GB+256GB,HONOR,MIDHIGH,ACTIVO
PA,"1897",HONOR 400 LITE 5G 8GB+256GB,HONOR 400 LITE 5G 8GB+256GB,HONOR,MIDHIGH,ACTIVO
PA,"2348",HONOR 400 LITE 5G 8GB+256GB,HONOR 400 LITE 5G 8GB+256GB,HONOR,MIDHIGH,ACTIVO
PA,"2391",TECNO POVA 7 5G 8GB+256GB,TECNO POVA 7 5G 8GB+256GB,TECNO,MIDHIGH,ACTIVE
PA,"2380",SAMSUNG S25 FE 5G 8GB+512GB,SAMSUNG S25 FE 5G 8GB+512GB,SAMSUNG,ULTRA HIGH,ACTIVE
PA,"2776",SAMSUNG S25 FE 5G 8GB+512GB,SAMSUNG S25 FE 5G 8GB+512GB,SAMSUNG,FLAGSHIP,ACTIVE
PA,"2388",TECNO SPARK 40 5G 8GB+256GB,TECNO SPARK 40 5G 8GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"2775",SAMSUNG S25 FE 5G 8GB+512GB,SAMSUNG S25 FE 5G 8GB+512GB,SAMSUNG,FLAGSHIP,ACTIVE
PA,"2390",TECNO POVA 7 5G 8GB+256GB,TECNO POVA 7 5G 8GB+256GB,TECNO,MIDHIGH,ACTIVE
PA,"2386",TECNO SPARK 40 4GB+256GB,TECNO SPARK 40 4GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"2779",TECNO SPARK 40 4GB+256GB,TECNO SPARK 40 4GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"160",TECNO SPARK 40 4GB+256GB,TECNO SPARK 40 4GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"2777",HONOR 400 SMART 5G 8GB+256GB,HONOR 400 SMART 5G 8GB+256GB,HONOR,MID,ACTIVE
PA,"2784",TECNO SPARK 30 5G 8GB+256GB,TECNO SPARK 30 5G 8GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"2783",TECNO POVA 7 5G 8GB+256GB,TECNO POVA 7 5G 8GB+256GB,TECNO,MIDHIGH,ACTIVE
PA,"2384",HONOR 400 SMART 5G 8GB+256GB,HONOR 400 SMART 5G 8GB+256GB,HONOR,MID,ACTIVE
PA,"2781",TECNO SPARK 40 5G 8GB+256GB,TECNO SPARK 40 5G 8GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"2389",TECNO SPARK 40 5G 8GB+256GB,TECNO SPARK 40 5G 8GB+256GB,TECNO,MIDLOW,ACTIVE
PA,"2395",OPPO A5 4GB+256GB,OPPO A5 4GB+256GB,OPPO,,ACTIVO
PA,"2409",SAMSUNG S26 ULTRA 12GB+512GB,SAMSUNG S26 ULTRA 12GB+512GB,SAMSUNG,,ACTIVE
PA,"246",SAMSUNG S26 PLUS 12GB+512GB,SAMSUNG S26 PLUS 12GB+512GB,SAMSUNG,,ACTIVE
PA,"2416",SAMSUNG A17 5G 8GB+256GB,SAMSUNG A17 5G 8GB+256GB,SAMSUNG,,ACTIVE
PA,"2400",HONOR MAGIC 8 PRO 5G 12GB+512GB,HONOR MAGIC 8 PRO 5G 12GB+512GB,HONOR,,ACTIVE
PA,"2412",SAMSUNG S26 ULTRA 12GB+512GB,SAMSUNG S26 ULTRA 12GB+512GB,SAMSUNG,,ACTIVE
PA,"490",SAMSUNG GALAXY A03 4+64GB,SAMSUNG GALAXY A03 4+64GB,SAMSUNG,MID,EOL
PA,"501",MOTOROLA G20 4GB+128GB,MOTOROLA G20 4GB+128GB,MOTOROLA,MIDHIGH,EOL
PA,"550",SAMSUNG GALAXY A33 6GB+128GB,SAMSUNG GALAXY A33 6GB+128GB,SAMSUNG,HIGH,EOL
PA,"728",IPHONE 14 128GB,IPHONE 14 128GB,APPLE,ULTRA HIGH,EOL
PA,"1818",TECNO SPARK 30 8GB+256GB,TECNO SPARK 30 8GB+256GB,TECNO,MID,EOL
PA,"1841",MIFI TCL MW45,MIFI TCL MW45,TCL,OTHERS,ACTIVO
PA,"1826",IPHONE 16 PRO 5G 256GB,IPHONE 16 PRO 5G 256GB,APPLE,FLAGSHIP,ACTIVO
PA,"1840",SAMSUNG GALAXY A35 5G 8GB+256GB,SAMSUNG GALAXY A35 5G 8GB+256GB,SAMSUNG,MIDHIGH,EOL
PA,"45122",BMOBILE BL50,BMOBILE BL50,BMOBILE,ENTRY,EOL
PA,"1615",SAMSUNG GALAXY A35 5G 8GB+256GB,SAMSUNG GALAXY A35 5G 8GB+256GB,SAMSUNG,MIDHIGH,EOL
PA,"763",IPHONE 14 PRO MAX 128GB,IPHONE 14 PRO MAX 128GB,APPLE,FLAGSHIP,EOL
PA,"725",IPHONE 14 128GB,IPHONE 14 128GB,APPLE,ULTRA HIGH,EOL
PA,"736",ZTE BLADE A52,ZTE BLADE A52,ZTE,MIDLOW,EOL
PA,"576",SAMSUNG A03 CORE 2GB+32GB,SAMSUNG A03 CORE 2GB+32GB,SAMSUNG,MID,EOL
PA,"517",SAMSUNG GALAXY A23 4GB+128GB,SAMSUNG GALAXY A23 4GB+128GB,SAMSUNG,MIDHIGH,EOL
PA,"529",HONOR X8 6GB+128GB,HONOR X8 6GB+128GB,HONOR,MIDHIGH,EOL
PA,"530",HONOR X7 4GB+128GB,HONOR X7 4GB+128GB,HONOR,MID,EOL
PA,"383",SAMSUNG A36 5G EE 8GB+256GB,SAMSUNG A36 5G EE 8GB+256GB,SAMSUNG,,ACTIVE
PA,"2793",SAMSUNG A56 5G EE 12GB+256GB,SAMSUNG A56 5G EE 12GB+256GB,SAMSUNG,,ACTIVE
PA,"382",SAMSUNG A26 5G 8GB+256GB,SAMSUNG A26 5G 8GB+256GB,SAMSUNG,,ACTIVE
PA,"1865",IPHONE 16E 128GB,IPHONE 16E 128GB,APPLE,ULTRA HIGH,ACTIVO
PA,"1866",IPHONE 16E 128GB,IPHONE 16E 128GB,APPLE,ULTRA HIGH,ACTIVO
PA,"1874",SAMSUNG A56 5G 12GB+256GB,SAMSUNG A56 5G 12GB+256GB,SAMSUNG,HIGH,ACTIVO
PA,"1860",HONOR 200 PRO 5G 12GB+512GB,HONOR 200 PRO 5G 12GB+512GB,HONOR,ULTRA HIGH,ACTIVO
PA,"1811",SAMSUNG A26 5G 8GB+256GB,SAMSUNG A26 5G 8GB+256GB,SAMSUNG,MIDHIGH,ACTIVO
PA,"1812",SAMSUNG A36 5G 8GB+256GB,SAMSUNG A36 5G 8GB+256GB,SAMSUNG,MIDHIGH,ACTIVO
PA,"1750",SAMSUNG GALAXY A06 4GB+128GB,SAMSUNG GALAXY A06 4GB+128GB,SAMSUNG,MIDLOW,ACTIVO
PA,"1772",HONOR X6B 6GB+256GB,HONOR X6B 6GB+256GB,HONOR,MID,ACTIVO
PA,"1770",TECNO SPARK 30 8GB+256GB,TECNO SPARK 30 8GB+256GB,TECNO,MID,EOL
PA,"1771",TECNO SPARK 30 PRO 8GB+256GB,TECNO SPARK 30 PRO 8GB+256GB,TECNO,MID,ACTIVO
PA,"1734",HONOR 200 12GB+256GB,HONOR 200 12GB+256GB,HONOR,HIGH,EOL
PA,"1878",IPHONE 16 PRO MAX 5G 1TB,IPHONE 16 PRO MAX 5G 1TB,APPLE,FLAGSHIP,EOL
PA,"1747",SAMSUNG Z FOLD 6 12GB+512GB,SAMSUNG Z FOLD 6 12GB+512GB,SAMSUNG,FLAGSHIP,EOL
PA,"1730",HONOR 200 PRO 5G 12GB+512GB,HONOR 200 PRO 5G 12GB+512GB,HONOR,ULTRA HIGH,ACTIVO
PA,"1735",HONOR 200 12GB+256GB,HONOR 200 12GB+256GB,HONOR,HIGH,EOL
PA,"1879",ROUTER HUAWEI B320-523,ROUTER HUAWEI B320-523,HUAWEI,OTHERS,ACTIVO
PA,"1788",HONOR X7C 8+256GB,HONOR X7C 8+256GB,HONOR,MID,ACTIVO
PA,"1789",SAMSUNG GALAXY TAB A9+ LTE 64GB,SAMSUNG GALAXY TAB A9+ LTE 64GB,SAMSUNG,OTHERS,EOL
PA,"1792",HONOR X6B 6GB+256GB,HONOR X6B 6GB+256GB,HONOR,MID,ACTIVO
PA,"1817",SAMSUNG S25 ULTRA 12GB+512GB,SAMSUNG S25 ULTRA 12GB+512GB,SAMSUNG,FLAGSHIP,ACTIVO
PA,"1779",OPPO A40 4GB+256GB,OPPO A40 4GB+256GB,OPPO,MID,ACTIVO
PA,"1778",IPHONE 16 PRO MAX 5G 512GB,IPHONE 16 PRO MAX 5G 512GB,APPLE,FLAGSHIP,ACTIVO
PA,"1793",HONOR MAGIC 7 LITE 5G 8GB+512GB,HONOR MAGIC 7 LITE 5G 8GB+512GB,HONOR,MIDHIGH,ACTIVO
PA,"1786",HONOR X7C 8+256GB,HONOR X7C 8+256GB,HONOR,MID,ACTIVO
PA,"1773",IPHONE 16 PRO 5G 128GB,IPHONE 16 PRO 5G 128GB,APPLE,FLAGSHIP,ACTIVO
PA,"1775",IPHONE 16 PRO 5G 256GB,IPHONE 16 PRO 5G 256GB,APPLE,FLAGSHIP,ACTIVO
PA,"2724",TELTONIKA FMC130 DISPOSITIVO GPS,TELTONIKA FMC130 DISPOSITIVO GPS,TELTONIKA,OTHERS,EOL
PA,"1764",BMOBILE NOVUS 65 2GB+64GB,BMOBILE NOVUS 65 2GB+64GB,BMOBILE,ENTRY,ACTIVO
PA,"1781",OPPO A60 8GB+256GB,OPPO A60 8GB+256GB,OPPO,MID,ACTIVO
PA,"1816",SAMSUNG S25 PLUS 12GB+256GB,SAMSUNG S25 PLUS 12GB+256GB,SAMSUNG,FLAGSHIP,ACTIVO
PA,"232",BMOBILE BL50,BMOBILE BL50,BMOBILE,ENTRY,EOL
PA,"1691",HONOR MAGIC V2 16GB+512GB,HONOR MAGIC V2 16GB+512GB,HONOR,FLAGSHIP,EOL
PA,"1232",BMOBILE BL50,BMOBILE BL50,BMOBILE,ENTRY,EOL
PA,"1622",SAMSUNG GALAXY A55 5G 8GB+256GB,SAMSUNG GALAXY A55 5G 8GB+256GB,SAMSUNG,HIGH,EOL
PA,"690",HONOR MAGIC 6 PRO 12GB+512GB,HONOR MAGIC 6 PRO 12GB+512GB,HONOR,FLAGSHIP,EOL
PA,"1404",HONOR MAGIC VS 12GB+512GB,HONOR MAGIC VS 12GB+512GB,HONOR,FLAGSHIP,EOL
PA,"459",SAMSUNG GALAXY Z FOLD3 12+256GB,SAMSUNG GALAXY Z FOLD3 12+256GB,SAMSUNG,FLAGSHIP,EOL
PA,"587",XIAOMI REDMI 10C 4GB+64GB,XIAOMI REDMI 10C 4GB+64GB,XIAOMI,MID,EOL
PA,"1665",HONOR X6A PLUS 6GB+256GB,HONOR X6A PLUS 6GB+256GB,HONOR,MID,EOL
PA,"714",SAMSUNG GALAXY S21 FE,SAMSUNG GALAXY S21 FE,SAMSUNG,ULTRA HIGH,EOL
PA,"202",IPHONE SE 64GB,IPHONE SE 64GB,IPHONE,HIGH,EOL
PA,"2837",IPHONE 13 PRO 128GB,IPHONE 13 PRO 128GB,IPHONE,FLAGSHIP,EOL
PA,"2839",IPHONE 13 PRO 256GB,IPHONE 13 PRO 256GB,IPHONE,FLAGSHIP,EOL
PA,"535",ZTE BLADE A51,ZTE BLADE A51,ZTE,MIDLOW,EOL
PA,"2844",IPHONE 13 PRO 256GB,IPHONE 13 PRO 256GB,IPHONE,FLAGSHIP,EOL
PA,"545",SAMSUNG GALAXY S22 PLUS 8+128GB,SAMSUNG GALAXY S22 PLUS 8+128GB,SAMSUNG,FLAGSHIP,EOL
PA,"572",IPHONE 13 PRO MAX 128GB,IPHONE 13 PRO MAX 128GB,IPHONE,FLAGSHIP,EOL
PA,"1191",IPHONE 14 PLUS 256GB,IPHONE 14 PLUS 256GB,IPHONE,FLAGSHIP,EOL
PA,"738",HONOR X7 4GB+128GB,HONOR X7 4GB+128GB,HONOR,MID,EOL
PA,"567",IPHONE 13 256GB,IPHONE 13 256GB,IPHONE,FLAGSHIP,EOL
PA,"2843",IPHONE 13 PRO MAX 256GB,IPHONE 13 PRO MAX 256GB,IPHONE,FLAGSHIP,EOL
PA,"542",SAMSUNG GALAXY A13 3+32GB,SAMSUNG GALAXY A13 3+32GB,SAMSUNG,MID,EOL
PA,"2337",MIFI ALCATEL MW41,MIFI ALCATEL MW41,ALCATEL,OTHERS,EOL
PA,"1623",SAMSUNG GALAXY A55 5G 8GB+256GB,SAMSUNG GALAXY A55 5G 8GB+256GB,SAMSUNG,HIGH,EOL
PA,"1690",HONOR MAGIC 6 PRO 12GB+512GB,HONOR MAGIC 6 PRO 12GB+512GB,HONOR,FLAGSHIP,EOL
PA,"1705",SAMSUNG GALAXY A25 5G 8GB+256GB,SAMSUNG GALAXY A25 5G 8GB+256GB,SAMSUNG,MIDHIGH,EOL
